Euroclear Number,E/C Participant,Country Code,Clearstream Number,Local Acct,External Instr.,Participant Name
62059,N,30,,,N,BK OF ENGLAND STAR SS 7666 LDN   
62060,N,981,,,N,NATIONAL AGRIC.COOP FED/01170-85 
62061,N,860,81683,,N,"WESTERN AUSTRAL TREAS CORP,PERTH "
62062,N,981,,,N,NATIONAL AGRIC.COOP FED/01170-90 
62063,N,981,,,N,NATIONAL AGRIC.COOP FED/01170-92 
62064,N,981,,,N,NATIONAL AGRIC.COOP FED/01170-93 
62065,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-07 
62066,N,150,81862,,N,81862 CLEARSTREAM'S UNPUBL CLIENT
62067,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-08 
62068,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-11 
62069,N,150,81869,,N,81869 CLEARSTREAM'S UNPUBL CLIENT
62070,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-12 
62071,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-19 
62072,N,50,,,N,"MULTI SECS SA,GENEVE "
62073,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-22 
62074,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-28 
62075,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-34 
62076,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-45 
62077,N,30,,,N,BK OF ENGLAND STAR WL 7787 LDN   
62078,N,981,,,N,NATIONAL AGRIC.COOP FED/01171-56 
62079,N,981,,,N,KOREA EXCHANGE BANK/01180-00 
62080,N,120,,,N,BCO SANTANDER LISBON 
62081,N,50,18147,,N,HINDUJA BANK SWITZ LTD LUGANO    
62082,N,981,,,N,KOREA EXCHANGE BANK/01180-01 
62083,N,225,81870,,N,BANK ZENIT MOSCOW    
62084,N,30,,,N,BK OF ENGLAND STAR YO 7872 LDN   
62085,N,981,,,N,KOREA EXCHANGE BANK/01180-02 
62086,N,60,,,N,DELBRUECK BETHMANN MAFFEI AG FKFT
62087,N,981,,,N,KOREA EXCHANGE BANK/01180-20 
62088,N,981,,,N,KOREA EXCHANGE BANK/01180-21 
62089,N,10,56842,,N,"BROWN BROTHERS HARRI, NEW YORK   "
62091,N,981,,,N,KOREA EXCHANGE BANK/01180-22 
62092,N,981,,,N,KOREA EXCHANGE BANK/01180-34 
62094,N,60,,,N,"DEUTSCHE BK/CUST AC,MUNCHEN  "
62096,N,981,,,N,KOREA EXCHANGE BANK/01180-37 
62097,N,981,,,N,KOREA EXCHANGE BANK/01180-53 
62098,N,150,81882,,N,81882 CLEARSTREAM'S UNPUBL CLIENT
62099,N,60,,,N,"GONTARD+METALLBK AG,NEU-ISENBURG "
62100,N,975,81873,,N,"CITIBANK NA SING ITAL TAX AC,SING"
62101,N,981,,,N,KOREA EXCHANGE BANK/01180-90 
62102,N,981,,,N,KOREA EXCHANGE BANK/01180-91 
62103,N,943,57504,,N,"CENTR AMERIC BK FOR ECON,TEGUCIGA"
62104,N,150,81886,,N,81886 CLEARSTREAM'S UNPUBL CLIENT
62105,N,150,81887,,N,81887 CLEARSTREAM'S UNPUBL CLIENT
62106,N,981,,,N,KOREA EXCHANGE BANK/01180-92 
62107,N,981,,,N,KOREA EXCHANGE BANK/01180-93 
62108,N,30,,,N,BQUE CPR LDN BR STAR A/C 7113    
62109,N,20,57512,,N,PAREL  PARIS 
62110,N,981,,,N,KOREA EXCHANGE BANK/01180-94 
62111,N,981,,,N,KOREA EXCHANGE BANK/01181-03 
62112,N,150,81891,,N,81891 CLEARSTREAM'S UNPUBL CLIENT
62113,N,150,81893,,N,81893 CLEARSTREAM'S UNPUBL CLIENT
62114,N,50,,,N,"SICOVAM (PARIS),ZURICH   "
62115,N,981,,,N,SOCIETE GENERALE/01190-00    
62116,N,981,,,N,MORGAN STANLEY BK INTLTD/01200-00
62117,N,880,81885,,N,KASIKFORNBANK PLC BANGKOK    
62118,N,981,,,N,THE BANK OF KOREA/01210-00   
62119,N,981,,,N,THE BANK OF KOREA/01210-01   
62120,N,981,,,N,THE BANK OF KOREA/01210-02   
62121,N,981,,,N,THE BANK OF KOREA/01210-03   
62122,N,150,,,N,40533 CEDEL'S UNPUBLISHED CLIENT 
62123,N,981,,,N,THE BANK OF KOREA/01210-04   
62124,N,10,,,N,"STATE STREET BK TST CO PORTAL,BOS"
62125,N,600,57520,,N,"CITIBANK NA,MONTEVIDEO   "
62126,N,981,,,N,THE BANK OF KOREA/01210-05   
62127,N,981,,,N,THE BANK OF KOREA/01210-06   
62128,N,981,,,N,INDUSTRIAL BANK OF KOREA/01230-00
62129,N,981,,,N,INDUSTRIAL BANK OF KOREA/01230-01
62130,N,981,,,N,INDUSTRIAL BANK OF KOREA/01230-60
62131,N,981,,,N,INDUSTRIAL BANK OF KOREA/01230-78
62132,N,610,,,N,CITIBK NA SUC BS AS BUENOS AIRES 
62133,N,981,,,N,INDUSTRIAL BANK OF KOREA/01230-82
62134,N,870,,,N,BK OF NEW ZEALAND WELLINGTON 
62135,N,981,,,N,INDUSTRIAL BANK OF KOREA/01230-90
62136,N,981,,,N,INDUSTRIAL BANK OF KOREA/01230-92
62137,N,981,,,N,KOREA HOUSING BANK/01270-00  
62138,N,981,,,N,KOREA HOUSING BANK/01270-02  
62139,N,100,,,N,"SKJERN BK A/S,SKJERN "
62140,N,981,,,N,"THE KWANGJU BANK, LTD./1290-00   "
62141,N,981,,,N,"THE KWANGJU BANK, LTD./1290-03   "
62142,N,981,,,N,"THE KWANGJU BANK, LTD./1290-06   "
62143,N,981,,,N,"THE KWANGJU BANK, LTD./1290-07   "
62144,N,981,,,N,"THE KWANGJU BANK, LTD./1290-92   "
62145,N,981,,,N,KORAM BANK/01300-00  
62146,N,0,,,N,"ASLK-CGER TREASURY BILLS,BRUSSELS"
62147,N,0,,,N,"FORTIS (EX ASLK-CGER),BRUSSELS   "
62148,N,0,,,N,"BQUE NATL DE BELGIQUE,BRUSSELS   "
62149,N,981,,,N,KORAM BANK/01300-01  
62150,N,981,,,N,KORAM BANK/01300-02  
62151,N,20,14745,,N,"UBAF,NEUILLY/SEINE   "
62152,N,981,,,N,KORAM BANK/01300-03  
62153,N,860,,,N,"MERRILL LYNCH AUSTR PY LTD,SYDNEY"
62154,N,10,,,N,"MERRILL LYNCH PFS,LOS-ANGELES    "
62155,N,981,,,N,KORAM BANK/01300-05  
62156,N,0,,,N,VERMEULEN-RAEMDONCK SA BRUXELLES 
62157,N,850,73377,,N,ALLIED BKG CORP HK LTD HGKG  
62158,N,30,,,N,CALYON LONDON    
62159,N,260,,,N,"INTER-EUROPA BANK RT, BUDAPEST   "
62160,N,981,,,N,KORAM BANK/01300-09  
62161,N,981,,,N,KORAM BANK/01300-13  
62162,N,981,,,N,KORAM BANK/01300-16  
62163,N,981,,,N,CITIBANK KOREA INC./01300-80 
62164,N,981,,,N,KORAM BANK/01300-92  
62170,N,981,,,N,THE KOREA DVLPT BANK/01320-00    
62171,N,981,,,N,THE KOREA DVLPT BANK/01320-01    
62172,N,70,,,N,"CREDITO ITALIANO,LUCCA   "
62173,N,981,,,N,THE KOREA DVLPT BANK/01320-02    
62174,N,981,,,N,THE KOREA DVLPT BANK/01320-03    
62176,N,981,,,N,THE KOREA DVLPT BANK/01320-04    
62177,N,981,,,N,THE KOREA DVLPT BANK/01320-09    
62178,N,870,,,N,"BANKERS TRUST,AUCKLAND   "
62179,N,150,81929,,N,81929 CLEARSTREAM'S UNPUBL CLIENT
62180,N,981,,,N,THE KOREA DVLPT BANK/01320-11    
62181,N,150,81930,,N,81930 CLEARSTREAM'S UNPUBL CLIENT
62182,N,981,,,N,THE KOREA DVLPT BANK/01320-12    
62183,N,70,,,N,CREDITO ITALIANO SALERNO 
62184,N,981,,,N,THE KOREA DVLPT BANK/01320-16    
62185,N,981,,,N,THE KOREA DVLPT BANK/01320-18    
62186,N,150,81933,,N,81933 CLEARSTREAM'S UNPUBL CLIENT
62187,N,150,81934,,N,81934 CLEARSTREAM'S UNPUBL CLIENT
62188,N,981,,,N,THE KOREA DVLPT BANK/01320-22    
62189,N,870,,,N,WESTPAC BKG CORP WELLINGTON  
62190,N,981,,,N,THE KOREA DVLPT BANK/01320-26    
62191,N,981,,,N,THE KOREA DVLPT BANK/01320-27    
62192,N,981,,,N,THE KOREA DVLPT BANK/01320-28    
62193,N,50,,,N,"BCA DI NOVARA,LUGANO "
62194,N,860,81912,,N,"BNP PARIBAS SYDNEY BRANCH,SYDNEY "
62195,N,981,,,N,THE KOREA DVLPT BANK/01320-66    
62196,N,826,57576,,N,"NEW SOUTH WALES TREAS CORP,SYDNEY"
62197,N,610,81916,,N,BCO ITAU ARGENTINA SA BUENOSAIRES
62198,N,981,,,N,THE KOREA DVLPT BANK/01320-68    
62199,N,30,,,N,BARCLAYS BK PLC BNG LDN  
62200,N,981,,,N,THE KOREA DVLPT BANK/01320-72    
62201,N,981,,,N,THE KOREA DVLPT BANK/01320-76    
62202,N,981,,,N,THE KOREA DVLPT BANK/01320-90    
62203,N,981,,,N,THE KOREA DVLPT BANK/01320-92    
62204,N,30,,,N,BEAR STEARNS LDN 
62205,N,981,,,N,BANK OF PUSAN LTD./01420-01  
62206,N,981,,,N,BANK OF PUSAN LTD./01420-03  
62207,N,981,,,N,PUSAN BANK/01420-12  
62208,N,981,,,N,PUSAN BANK/01420-18  
62209,N,981,,,N,PUSAN BANK/01420-90  
62210,N,981,,,N,PUSAN BANK/01420-92  
62211,N,981,,,N,CITI BANK SEOUL /01480-00    
62212,N,30,,,N,BARCLAYS NOMINEES LTD BAPTL LDN  
62213,N,981,,,N,CITI BANK SEOUL /01480-92    
62214,N,860,81872,,N,"ROYAL BK OF SCOT AUSTRA BR,SYDNEY"
62215,N,50,,,N,"OKASAN BK (SWITZ),ZURICH "
62216,N,150,,,N,81940 CEDEL'S UNPUBLISHED CLIENT 
62217,N,981,,,N,CITI BANK SEOUL /01480-93    
62218,N,981,,,N,STAND CHART BK SEOUL BR/01500-00 
62219,N,981,,,N,STAND CHART BK SEOUL BR/01500-02 
62220,N,30,,,N,BARCLAYS STOCKBROKERS LTD 895 LDN
62221,N,981,,,N,STAND CHART BK SEOUL BR/01500-92 
62222,N,981,,,N,HK SHANGHAI BKING CO/01520-00    
62223,N,981,,,N,HONG-KONGSHANGHAI BKINGCO/1520-01
62224,N,981,,,N,HONG-KONGSHANGHAI BKINGCO/1520-92
62225,N,981,,,N,BK TOKYOMITSUBISHI UFJ SE/1540-00
62226,N,981,,,N,ABN-AMRO BK SEOUL BRANCH/1600-02 
62227,N,981,,,N,SHINHAN BANK/1640-00 
62228,N,981,,,N,SHINHAN BANK/1640-01 
62229,N,981,,,N,SHINHAN BANK/1640-02 
62230,N,981,,,N,SHINHAN BANK/1640-11 
62231,N,981,,,N,SHINHAN BANK/1640-44 
62232,N,150,81955,,N,81955 CLEARSTREAM'S UNPUBL CLIENT
62233,N,981,,,N,SHINHAN BANK/1640-90 
62234,N,981,,,N,SHINHAN BANK/1640-92 
62235,N,981,,,N,SHINHAN BANK/1640-93 
62236,N,50,,,N,"SAKURA BK,ZURICH "
62237,N,977,73547,,N,"CHINA BANKING CORP,PHILIPPINES   "
62238,N,981,,,N,SHINHAN BANK/1641-15 
62239,N,0,36765,,N,"DELEN EN CO NV,ANTWERPEN "
62240,N,981,,,N,SHINHAN BANK/1641-38 
62241,N,30,,,N,"SWISS BK CORP,LONDON "
62242,N,981,,,N,SHINHAN BANK/1641-40 
62243,N,981,,,N,SHINHAN BANK/1641-90 
62244,N,981,,,N,"BANK OF NEW YORK, ADRS/1740-00   "
62245,N,981,,,N,HANA BANK/1760-00    
62246,N,981,,,N,HANA BANK/1760-01    
62247,N,60,,,N,"DOMINICK AND DOMINICK GMBH,FRANKF"
62248,N,981,,,N,HANA BANK/1760-02    
62249,N,981,,,N,HANA BANK/1760-03    
62250,N,10,,,N,"MERRILL LYNCH PFS,CLAYTON    "
62251,N,981,,,N,HANA BANK/1760-16    
62252,N,981,,,N,HANA BANK/1760-17    
62253,N,30,,,N,BARCLAY SHARE NOMINEES LTD LDN   
62254,N,981,,,N,CITI BANK/1770-00    
62255,N,900,,,N,"CIE MONEGASQUE DE BANQUE, MONACO "
62257,N,60,,,N,"DEUTS BUBK UMT.F SCHATTENQUO,FKFT"
62258,N,20,,,N,"HSBC CCF SEC.(FRANCE), PARIS "
62259,N,981,,,N,"BANK OF CHEJU, LTD./1800-00  "
62260,N,981,,,N,"BANK OF CHEJU, LTD./1800-01  "
62261,N,981,,,N,"BANK OF CHEJU, LTD./1800-02  "
62262,N,981,,,N,"BANK OF CHEJU, LTD./1800-92  "
62263,N,20,,,N,"BQUE FIN PARISIENNE,PARIS    "
62266,N,981,,,N,JEON BUK BANK LTD./01880-00  
62267,N,981,,,N,JEON BUK BANK LTD./01880-01  
62268,N,981,,,N,JEON BUK BANK/01880-02   
62269,N,981,,,N,JEON BUK BANK/01880-90   
62270,N,981,,,N,JEON BUK BANK/01880-92   
62271,N,981,,,N,ING BANK SEOUL/1920-00   
62272,N,30,,,N,"CITIBANK (ECP.MTN),LONDON    "
62273,N,981,,,N,ING BANK/01920-01    
62274,N,981,,,N,ING BANK SEOUL/01920-92  
62275,N,981,,,N,NATIO LIVESTOCK COOP FED/1930-00 
62276,N,981,,,N,NATIO FED OF FISHERIES CO/1940-00
62277,N,981,,,N,NATIO FED OF FISHERIES CO/1940-01
62278,N,981,,,N,NATIO FED OF FISHERIES CO/1940-02
62279,N,970,81541,,N,"ABU DHABI COML BK,ABU DHABI  "
62280,N,981,,,N,NATIO FED OF FISHERIES CO/1940-04
62281,N,150,57649,,N,57649 CLEARSTREAM'S UNPUBL CLIENT
62282,N,981,,,N,NATIO FED OF FISHERIES CO/1940-05
62283,N,225,81982,,N,"MOSCOW BUSINESS WORLD BK,MOSCOW  "
62284,N,981,,,N,NATIO FED OF FISHERIES CO/1940-92
62285,N,981,,,N,CRED LYONAIS BK SEOUL BR/01960-00
62286,N,30,,,N,BELL NOMINEES LTD 365 B LDN  
62287,N,10,,,N,"MANUF HANOVER TRUST FLORIDE,MIAMI"
62288,N,0,,,N,"ABN AMRO,BRUSSELS    "
62289,N,50,,,N,"HYPOSWISS PRIVATBANK AG,ZURICH   "
62290,N,981,,,N,THE EXP IMP BK OF KOREA/02250-00 
62291,N,830,73628,,N,BK OF CHINA LIMITED TOKYO    
62292,N,150,73593,,N,UNICO FINANCIAL SERVICES LUXEMBG 
62293,N,981,,,N,CREDIT SUISSE SEOUL BANK/02300-00
62294,N,981,,,N,BQ NAT DE PARIS SEOUL BR/02340-00
62296,N,30,,,N,BEVAN NOMINEES LTD LDN 923   
62297,N,981,,,N,"DAI-ICHI KANGYO BK,SEOUL/02360-00"
62298,N,60,,,N,"SPARKASSE LEVERKUSEN,LEVERKUSEN  "
62299,N,981,,,N,DVPT BK OF SINGAPORE LTD/02450-00
62300,N,981,,,N,INDUSTR&COMM BK OF CHINA/02600-00
62301,N,981,,,N,CHINA CONSTR BK SEOUL BR/02690-00
62302,N,981,,,N,"NATIO AUSTRALIA BK.,LTD./03005-00"
62303,N,30,,,N,BLYNEUSTEIN NOMINEES LTD IK01 LDN
62304,N,110,,,N,HSBC JAMES CAPEL CANADA TORONTO  
62305,N,30,,,N,"CHASE MANHATTAN BK,BOURNEMOUTH   "
62306,N,981,,,N,UNION BK OF CH SEOUL/03006-00    
62307,N,600,,,N,"BCO DE BOSTON,MONTEVIDEO "
62308,N,981,,,N,THE BANK OF NOVA SCOTIA/03011-00 
62309,N,981,,,N,"THE SUMITOMO BK,SEOUL BR/03057-00"
62310,N,981,,,N,BK OF CHINA SEOUL BR/03082-00    
62311,N,981,,,N,HANARO MERCHANT BK CORP./03119-00
62312,N,10,,,N,"BCO SANTANDER INTL,MIAMI "
62313,N,981,,,N,UNTITD OVERSEAS BK SEOUL/03147-00
62314,N,70,81999,,N,IST CENT DEL BRA PO ITA TER MILAN
62315,N,150,82003,,N,82003 CLEARSTREAM'S UNPUBL CLIENT
62316,N,981,,,N,"BACLAYS BK PLC, SEOUL BR/03205-00"
62317,N,981,,,N,ANZ BKING GR COLTD SEOUL/03244-00
62318,N,10,,,N,"MERRILL LYNCH,RIVERSIDE  "
62319,N,110,,,N,MONTREAL TST/DTC ONTARIO GLOBAL  
62320,N,981,,,N,OCBCBANK/03325-00    
62321,N,981,,,N,"KIWOOM.COM SEC CO.,LTD./03344-00 "
62322,N,981,,,N,BANK OF COMMUNICATIONS/03366-00  
62323,N,225,81481,,N,SAVINGS BK OF RUSSIAN FED MOSCOW 
62324,N,981,,,N,"GOLDMANSACHSINTBK,SEOUL/03408-00 "
62325,N,981,,,N,SHINHAN BANK YOUIDO/03412-00 
62326,N,30,,,N,BRITEL GILTS NOMINEES LTD AD098  
62327,N,981,,,N,MERRILL LYNCH INT BK/03458-00    
62328,N,981,,,N,LANDESBK BAD-WURT. SEOUL/03460-00
62329,N,981,,,N,LEHMAN BROTHERS BANKHAUS/03461-00
62330,N,981,,,N,"HYUNDAI SEC CO.,LTD./70170-00    "
62332,N,150,73550,,N,73550 CLEARSTREAM'S UNPUBL CLIENT
62333,N,140,,,N,CJA DE A DE SALA Y SORIA(C.DUERO)
62334,N,70,,,N,"INTESA SANPAOLO PRIV. BKG, MILANO"
62335,N,50,,,N,"RBC DEXIA INVESTOR SVCS BK,ZURICH"
62336,N,30,,,N,BROWN SHIPLEY PP NOMINEES LTD LD 
62338,N,150,57894,,N,57894 CLEARSTREAM'S UNPUBL CLIENT
62339,N,226,,,N,"METROPOL INV FIN COMP LTD,MOSCOW "
62341,N,50,,,N,"GRAUBUNDNER KANTONALBANK,CHUR    "
62342,N,500,,,N,"CITIBANK,MEXICO  "
62344,N,50,,,N,BQUE LEUMI LE ISRAEL GENEVE  
62345,N,150,38288,,N,HSBC BANK PLC CL ACC LONDON  
62346,N,850,82014,,N,IND COM BK CHINA LTD HK BR HG KG 
62347,N,30,,,N,"CITIGROUP PLC,LDN    "
62348,N,10,,,N,INTERACTIVE BRKS LLC GREENWICH CT
62349,N,30,,,N,BARCLAYS BANK PLC/06440-00   
62350,N,190,,,N,"FY,NORTHERN TRUST CAZENOVE,DUBLIN"
62351,N,30,,,N,"BARCLAYS CAPITAL SECS LTD, LONDON"
62352,N,285,,,N,"PPF BANKA A.S., PRAGUE   "
62353,N,30,,,N,CAZENOVE & CO LTD 0142 LDN   
62354,N,30,,,N,CAPITA IRG TRSTEES (NOM) LTD BECK
62355,N,30,,,N,"CAPITA REG. JERSAY LTD, LONDON   "
62356,N,30,,,N,"VIDACOS NOM LTD, LONDON  "
62357,N,0,,,N,"SHIZUOKA BK(EUR),BRUSSELS    "
62359,N,30,,,N,CHASE LUXNET 5038 LDN    
62360,N,30,,,N,CO OPERATIVE BK PLC 5268 LDN 
62362,N,10,,,N,"MERRILL LYNCH CON MARKETS,TAMPA  "
62366,N,150,57932,,N,57932 CLEARSTREAM'S UNPUBL CLIENT
62367,N,457,,,N,"ADAM AND CO. INT., GUERNSEY  "
62368,N,860,,,N,"BNY AUSTRALIA LTD,SYDNEY "
62369,N,130,,,N,"CPI WACHSTUMS IMMOBILIEN AG, WIEN"
62370,N,60,,,N,CITIBK MILANO W/LCH CLEARNET FKFT
62371,N,130,,,N,KOMMUNALKREDIT AUSTRIA AG II WIEN
62372,N,150,21571,,N,21571 CLEARSTREAM'S UNPUBL CLIENT
62373,N,20,,,N,"C.A.M S.C.T. DE MER,MER  "
62374,N,60,,,N,HSBC T&B W/LS BRKR GMBH DUSSELDOR
62375,N,130,,,N,"WIENWERT IMMOB FINANZ AG, WIEN   "
62376,N,30,,,N,"SINGER NOMINEES  LTD, LONDON "
62377,N,30,,,N,CO OPERATIVE BK PLC STAR AC LDN  
62378,N,30,,,N,CREDIT LYONNAIS SA 9560 LDN  
62379,N,150,82026,,N,82026 CLEARSTREAM'S UNPUBL CLIENT
62380,N,0,,,N,RECEIPT FROM/DELIVERY TO AGENT   
62381,N,80,,,N,BANKAKTIEBOLAGET AVANZA STOCKHOLM
62382,N,150,82027,,N,82027 CLEARSTREAM'S UNPUBL CLIENT
62383,N,140,,,N,"CJA AHOR DE SAL Y(DUERO)FIN, MADR"
62384,N,10,,,N,"NATIXIS BLEICHROEDER LLC, NY "
62385,N,140,,,N,SOC GEST SIST REG COMP Y LIQ VAL 
62386,N,50,,,N,BQUE BRUXELLES LAMBERT GENEVE    
62387,N,150,82022,,N,82022 CLEARSTREAM'S UNPUBL CLIENT
62388,N,30,,,N,CREDIT LYONNAIS STAR AC 7655 LDN 
62389,N,60,83311,,N,"WESTLB AG,DUSSELDORF "
62390,N,830,,,N,MITS UFJ MERR LYNCH PB SEC CO LTD
62391,N,160,82018,,N,EFG EUROBANK ERGAS SA ATHENS 
62392,N,160,,,N,"PROTON BANK S.A.,ATHENS  "
62393,N,160,82021,,N,EFG EUROBANK ERGAS SA/CL ATHENS  
62394,N,20,,,N,B.D.P.M.E.   
62395,N,30,,,N,"ALGOENGINEERING,LDN  "
62396,N,150,,,N,"AMS FUND SERVICES S.A,LUX    "
62397,N,60,,,N,SALOMON BROS. AG FKFT    
62398,N,10,,,N,"MERRILL LYNCH PFS,SOMERSET   "
62399,N,120,,,N,"BCO PORTUGUES DE GESTAO,LISBON   "
62400,N,830,,,N,"SOC GEN PRIVATE BKING JAPAN,TOKY "
62401,N,30,,,N,METHOD INVESTMENTS & ADVISORY LTD
62402,N,40,,,N,"RBS NV, AMSTERDAM    "
62403,N,150,58033,,N,58033 CLEARSTREAM'S UNPUBL CLIENT
62405,N,30,,,N,CROSBY HOLDINGS LTD SCH03 LDN    
62406,N,150,,,N,"MHTB (LUX),LUX SHT   "
62407,N,150,58063,,N,58063 CLEARSTREAM'S UNPUBL CLIENT
62408,N,130,,,N,"FAT FOOGOO AG, VIENNA    "
62409,N,150,,,N,"CLEARSTREAM/EUREX CLEAR, LUX "
62410,N,60,,,N,COMMERZBANK AG FRANKFURT EQUITIES
62411,N,30,,,N,"SNC NOMINEES LTD, LONDON "
62412,N,800,,,N,"DEUTSCHE BK MALAYSIA,KUALA LUMPUR"
62413,N,0,,,N,"GOETHALS AND CO,AALST    "
62418,N,150,15223,,N,15223 CLEARSTREAM'S UNPUBL CLIENT
62419,N,30,,,N,DEUTSCHE BK AG DMGC1 LDN 
62420,N,150,15243,,N,15243 CLEARSTREAM'S UNPUBL CLIENT
62421,N,60,,4303,Y,"BK FUER SOZIALWRIRTSHAFT GMBH,FKT"
62423,N,30,,,N,DIRECT NOMS LTD AD017 LDN    
62424,N,150,15308,,N,15308 CLEARSTREAM'S UNPUBL CLIENT
62425,N,870,,,N,"ANZ NOMINEES,WELLINGTON  "
62426,N,870,,,N,"ANZ MCCAUGHAN LTD,AUCKLAND   "
62427,N,870,,,N,"BUTTLE WILSON,AUCKLAND   "
62428,N,870,,,N,"BNZ NOMINEES LTD,WELLINGTON  "
62429,N,870,,,N,"NATIONAL AUSTRALIA BK,AUCKLAND   "
62430,N,870,,,N,"CITIBANK NZ,AUCKLAND "
62431,N,870,,,N,"NATIONAL BK (NOM)LTD,WELLINGTON  "
62432,N,70,82041,,N,BCA CABOTO SPA/ PLEDGE MILANO    
62433,N,150,69775,,N,69775 CLEARSTREAM'S UNPUBL CLIENT
62435,N,150,15382,,N,15382 CLEARSTREAM'S UNPUBL CLIENT
62436,N,150,15354,,N,15354 CLEARSTREAM'S UNPUBL CLIENT
62437,N,100,,,N,"LANDESBK SCHLES-HOLST GIR,COPENHA"
62438,N,600,82044,,N,BCO CENTRAL DEL URUGUAY MONTEVIDE
62439,N,150,15432,,N,15432 CLEARSTREAM'S UNPUBL CLIENT
62440,N,150,62440,,N,15472 CLEARSTREAM'S UNPUBL CLIENT
62441,N,40,15483,,N,"SAFEKEEPING CUST COMP BV,AMS "
62442,N,150,69699,,N,69699 CLEARSTREAM'S UNPUBL CLIENT
62443,N,150,15224,,N,15224 CLEARSTREAM'S UNPUBL CLIENT
62445,N,150,82051,,N,82051 CLEARSTREAM'S UNPUBL CLIENT
62446,N,60,,7532,Y,CITIGROUP GLOB MARK DTL AG FKFT  
62447,N,150,15309,,N,15309 CLEARSTREAM'S UNPUBL CLIENT
62448,N,70,15171,,N,BCA FEDERIC DEL VEC/C/TERZI FIREN
62450,N,150,15383,,N,15383 CLEARSTREAM'S UNPUBL CLIENT
62451,N,150,15401,,N,15401 CLEARSTREAM'S UNPUBL CLIENT
62453,N,150,15473,,N,15473 CLEARSTREAM'S UNPUBL CLIENT
62454,N,850,15496,,N,"BBVA SA HONGKONG BR,HK   "
62455,N,50,,,N,"SIX SIS LTD, ZURICH  "
62456,N,150,15225,,N,15225 CLEARSTREAM'S UNPUBL CLIENT
62458,N,70,,,N,"INTERSIM SPA,MILAN   "
62459,N,150,15210,,N,15210 CLEARSTREAM'S UNPUBL CLIENT
62460,N,150,15311,,N,15311 CLEARSTREAM'S UNPUBL CLIENT
62461,N,70,15172,,N,BCA FEDERIC DEL VEC/C/PROPR FIREN
62462,N,10,,,N,"SHEARSON LEHMAN HUTTON INC,N-Y   "
62463,N,230,15356,,N,INVESTMENT FUND SERVICE CO WARSAW
62464,N,150,15384,,N,15384 CLEARSTREAM'S UNPUBL CLIENT
62465,N,150,15402,,N,15402 CLEARSTREAM'S UNPUBL CLIENT
62466,N,150,82070,,N,82070 CLEARSTREAM'S UNPUBL CLIENT
62467,N,150,15213,,N,15213 CLEARSTREAM'S UNPUBL CLIENT
62468,N,150,82071,,N,82071 CLEARSTREAM'S UNPUBL CLIENT
62469,N,150,15476,,N,15476 CLEARSTREAM'S UNPUBL CLIENT
62470,N,150,15501,,N,15501 CLEARSTREAM'S UNPUBL CLIENT
62472,N,60,69702,,N,DWPBANK W/WGZ BK SONDERH/UK FKFT 
62473,N,150,82072,,N,82072 CLEARSTREAM'S UNPUBL CLIENT
62474,N,60,,,N,BATCAYL TRAD ASHARBOUR NOM GTOWN 
62475,N,150,73725,,N,73725 CLEARSTREAM'S UNPUBL CLIENT
62476,N,150,15226,,N,15226 CLEARSTREAM'S UNPUBL CLIENT
62477,N,150,82073,,N,82073 CLEARSTREAM'S UNPUBL CLIENT
62478,N,150,15246,,N,15246 CLEARSTREAM'S UNPUBL CLIENT
62479,N,0,15218,,N,"SHIZUOKA BANK EUROPE SA,BXL  "
62480,N,150,15313,,N,15313 CLEARSTREAM'S UNPUBL CLIENT
62481,N,160,15176,,N,"HSBC BANK PLC GREECE, ATHENS "
62482,N,30,,,N,DRESDNER BK AG LDN BR 8913 LDN   
62483,N,150,14509,,N,14509 CLEARSTREAM'S UNPUBL CLIENT
62484,N,20,,,N,"FINANCIERE MEESCHAERT,PARIS  "
62485,N,150,15385,,N,15385 CLEARSTREAM'S UNPUBL CLIENT
62487,N,963,15408,,N,"FIRST ENERGY BANK BSC, MANAMA    "
62488,N,225,81963,,N,EXPORT IMPORT BK RUS FED MOSCOW  
62489,N,130,,,N,WESTDEUTSCHE LANDESBK(A)VIEN 
62490,N,20,58262,8262,Y,"CM-CIC SECURITIES,PARIS  "
62491,N,30,,,N,EASTPOINT NOMS LTD 62207 LDN 
62492,N,150,15433,,N,15433 CLEARSTREAM'S UNPUBL CLIENT
62493,N,150,15477,,N,15477 CLEARSTREAM'S UNPUBL CLIENT
62495,N,285,82083,,N,UNICREDIT BK CZECH REPU AS PRAHA 
62496,N,150,69703,,N,69703 CLEARSTREAM'S UNPUBL CLIENT
62497,N,50,,,N,"BQUE DE GESTION PRIVEE,GENEVE    "
62498,N,70,53877,,N,INTESA SANPAOLO SPA MILANO   
62499,N,150,15227,,N,15227 CLEARSTREAM'S UNPUBL CLIENT
62500,N,0,,,N,SETTLEMENT ON DEPOSITARY BOOKS   
